text,sentiment
"@saousnot Aku kalau ke blok m ga pernah di bawah 7k steps, psti selalu di atas.. kaki harus siap pegal linu beneran, dan siap ngantri. Ga rekomen kesana pas weekend.. kemarin aku kesana pas weekend rame banget. Atas foto kemarin pas weekend, bawah foto pas weekday! https://t.co/lw5BFYmaew",positive
"@novraen eh belum, ini yang lagi rame itu… xinyuri ga sih shipnya? ini extend dari passion kah bang?",negative
karena lagi rame bgt jual beli aku mw ngingetin buat selalu hati hati ya gaissss jgn tergiur harga murahhh pokoknya kalo mw rekberrr drpd boncos,positive
Sempet rame banget ini ganteng banget lagian choiiiiii,positive
완존 왕자님이시네요 https://t.co/il0V7N9amA,positive
Rame banget hari ini 🥰😍😍🥰🥰,positive
"[SPECIAL VIDEO] 민규 - 시작처럼 (Like the Beginning) Live Clip

▶️ https://t.co/6szEVD9o1P

#MINGYU #민규
#SEVENTEEN #세븐틴
#시작처럼 #Like_the_Beginning https://t.co/2aQkDBoRHn",negative
MINGYU,negative
민규,positive
SEVENTEEN,positive
세븐틴,positive
시작처럼,positive
Like_the_Beginning,negative
"lagi rame ttg bapak yg musti ambil rapot, meanwhile dulu aku jaman sekolah emg papa yg selalu ambil rapot sampe famous di kalangan mama2 temen sekolah😂😂😂",positive
"Apa ya ni angtal lagi rame jir, kemaren ada temen gue yang awalnya bilang tuwas ga terlalu menarik tiba' bilang ""eh itu tws lucu banget deh challenge nya"" (Dia habis liat skynani challenge angtal) https://t.co/Ux4eUioChR",positive
@txtfromjogja Baca² komen di IG ternyata mobil rentalan.. Rame banget komenannya 🤣🤣,negative
@nuansabening28 Waahh...rame banget😁,positive
@sunnysun30_ @dittolongdit @LxveArcade Tipikal cowo ngabers jabodetabek yg sekarang lagi ngikutin trend yg lagi rame (ga bakal gw sebutin penggemarnya banyak),positive
"COBA GUYS KASIH FIRST IMPRESSION KE LANDO @SolaceNorris 

Kalau kata Fabi, aku kira cool yang sok cool ternyata rame banget dan kocak, lucu juga sampai skg dan so sweet sama si Oscar juga. Gemes. https://t.co/08x6gLPrRP",positive
"yang becus. berkali-kali kayak gini, udah tau kalo ada yg beda sampe jomplang pasti pada ga suka tapi ttp ga ada perubahan. lo pada ga ada evaluasi apa gmn sih sebagai staff oh atau apa karena dari kemarin Gs tuh rame banget karena bajunya sama rata jadi skrng di bedain lagi?",negative
@Jerryzx_ Pasti rame banget tuh,positive
@novkite Nih beb ada yang baru lagi trending,neutral
"Habis stock net, padahal lagi rame 😭",negative
"Aku takut app merah itu rame banget, semoga cust langgananku pada ga kena limit screen keseringan 😭",negative
@mipnje Wkwkwk rame banget aku liat twt kamu pantas sih,positive
Aaaaa mau nonton... tapi lagi rame 😔,negative
Ini orang depok pada kaga mudik/liburan gitu? Margo udah kek sarang semut plis rame banget😭,negative
"@ddolicate Iyaaa kan, dia cuma butuh beberapa detik buat pamer angtal  challengenya. mumpung lagi rame juga dan kayaknya banyak orang yang menantikan gitu... Tapi malah dipakein topi, hah??? 
Pledis bukannya bantuin artisnya buat tenar malah kayak nyabotase deh 🥲",negative
@reneistheapple rame banget 🤣,positive
rame banget akunku satunya🤭,positive
@cheettaaahh gara2 orang satu itu gue sampe pernah mikir harusnya dulu kita ga usah nyari tau sampe akar apalagi sampe bikin thread. tapi kalo ga dilakuin kasian lucas sama jungwoo karna waktu itu tweetnya exol rame banget 🥲,negative
SBS HARI INI KAYAK YANG SERU BANGET RAME BANGET TAPI BELOM BISA NONTON 😭😭,negative
"@jjangmongz Yakann kakk gatau apa tujuan pledis begitu, pliss kakk aku udah nangis kek padahal lagi rame banget ini angtal ehh malah...",negative
i want some cake tho…. merayakan penurunan dose obat jelek. cuman malas pasti rame banget nanti aku pengsan.,negative
"Tahun ini rame banget yang ke rumah 🥺🥺
Makasih yaww para tetangga, teman teman, dan lainyaaaa love you✊🤟",positive
@bgasprmdya Rame banget ya ka,neutral
@ziaadraft Sini seng rame banget perjalanan,positive
"Lagi rame E dan E..
Emil dan Emir.",neutral
"@Jenog Demi apa ada doa bersama di sana? Pasti rame banget ya? Titip salam aja deh. Sama kalo ada besek titip juga ya dd 🥹  besek orang kaya isinya pasti banyak, siapa tau ada ayah ojak di dalamnya. WKWKWK, eh jangan dipangku dong nanti istrinya ngamuk 😭",negative
rame banget dunia,negative
@jeltycat rame banget...,negative
"@starfess Aaaaaaa dikorea rame banget guys , semua orang kegemesan sama mereka 😍 https://t.co/BeUrjkBDv8",positive
@josephshubby MWEHEHEHEH NATALAN SAMA MEREKA RAME BANGET ASLIIII household paling rameeee! MERRY CHRISTMAS JUGA SAYANG!,positive
"Random thought: Mas naging okay yung LYSB kung ang tinahak niya na story flow ay mala-Baka Sakali 3 story ni Jonaxx. Fierce love kasi si Jacob doon, Calm love si Duke. Like, anong klaseng pagmamahal ba ang dapat ilaban? 

#LoveYouSoBad 
#MMFF2025",positive
LoveYouSoBad,negative
MMFF2025,positive
"random thought tapi stan svt seseru itu soalnya mereka beneran terbuka bgt &amp; hubungan carat sm sebong tuh beneran kyk bestie.

kyknya jarang aku liat idol santai bgt cerita berantem2 besar mereka, idol cowo yang santai bgt ceritain temen idol ceweknya, interaksi di kamera, dll",positive
Random thought - I’m going to need an all you can eat and drink @ my wedding,negative
"Do y’all ever think whenever a waifu sees themselves in the mirror in their mind they’re like “damn I’m so freakishly beautiful”

Again a random thought 😂 https://t.co/3sJU0Cm3gN",positive
@m00ncherry MAAF CURHAT DIKIT KAKKK 🙏🏻🙏🏻😢😢😢,positive
"1️⃣ Bukan Sekadar Narasi, Tapi Infrastruktur. 🏗️
Kebanyakan token hidup dari janji. InterLink hidup dari ekosistem nyata:
• Identitas digital terverifikasi ✅
• On-chain coordination 🤝
• Real-world payment (Visa Card) 💳
Institusi mencari utilitas, bukan sekadar cerita.",positive
The way the suffer brothers were just in writers room putting down whatever random thought came to mind and they’ll now lie to you and say all of this was planned from the start https://t.co/F6IDPDJvbV,negative
🤣🤣🤣 she loves blurting out her random thought.,negative
Jennifer Lawrence is funny as shit. 😂 https://t.co/bDUpI2DrGV,positive
"Random thought: why is there no South Korean gaming console, or at least not one on the North American market?

You think Samsung or LG would be made an Xbox/Playstation competitor by now",negative
"Random thought but how many foreign artists have been taught ""Mahal ko kayo"" alongside ""Mahal kita""? So that they're saying the more appropriate version of ""I love you"" (plural vs singular) at their PH shows... my memory can only recall Fourth during the MSP MNL fm, when he ended his speech with ""Lastly: kayo kayo kayo kayo kayo. Mahal ko kayo!"" 😭🫶",negative
"just had a random thought: what if yoongi goes live in the middle of the cottage ep? that had me pausing. i was honetly at a loss because bro don't do this to me? maybe i'll just split my screen. but then again, i'm afraid yoongi will be watching too so we are safe.",negative
spending christmas day torturing myself hoping for a yoongi christmas post and waiting to be let into the cottage https://t.co/zPXR1XBnu5,neutral
@grok Hooray! Snow=warmth! Higher temps!... enjoy your rounds Grokky..educate the populace and spread some smiles around.. random thought..Greta Thunberg because of her beliefs will probably not procreate... life is good. Hugs 🫧,positive
"Random thought: Starting to think that my being a loner naturally is actually me adapting to never feeling seen or prioritized. It’s much easier to not expect community than to constantly sit in disappointment when they don’t show up. 
Being absolutely no one’s priority in any",negative
@mackdiddymike Lmao it was a random thought,negative
"Random thought, Whenever Zman(in my HC) gets frustrated or mad at something, he feels the most genuine and real need to kick whatever is annoying him",negative
"Random thought. With the same treatment as Therapy Game, why can't Given butai be produced into the live action drama with the same actors too?! 😭😭😭😭",negative
Random thought… how come Tony Elliott hasn’t been mentioned for any of these coaching jobs?,negative
random thought but all Joes sound effects and “audio memes” (that’s what I call em lol) are so fire. Like imagine you can hit the “pass the fckn ball” button in real life 🤣🤣🤣 that gunshot is also a favorite. It sound so clean,positive
"Just a random thought, but will Taecyeon invite Jessica to his wedding? 
They're close and there used to be dating rumors.
I think Yoona and Seohyun will come, but what if Jessica gets invited and then shows up? That would be crazy 😌 https://t.co/iKfkBECdhT",negative
"random thought lang, parang walang nababagay kay mingi kung hindi si yunho (?) ewan ko ba, bagay na bagay sila",neutral
@DutchInvestors @SonnySauce Maybe more anime games ( i think demon slayer is popular)...or more collaboration with anime producers to make.. let's say metroid anime ... Just some random thought,neutral
"Before I do, I'll share a random thought: I think something as nuanced as the human experience can hardly be viewed through lenses that are either this or that, and to attempt to do so is a surefire way to end up with misunderstandings/misinterpretations.",negative
Just another random thought I had to share. https://t.co/BT5T4fF6ng,negative
@turnipdom just generally feeling better idkkkk lol just a random thought,negative
"Random Thought 🤔

In general, we all believe in creating memories, for it is memories alone that remain with us to cherish over the long course of life 🫰

Yet, paradoxically, these very memories are also the ones that haunt us, pricking the mind and inflicting a sharp, lingering pain. 

How strange it is that what we treasure most can also wound us so deeply. At times, we wish these thoughts could be reset, for the process of acceptance is often slow, painful, and deeply unpleasant…🧡🧡",negative
"Why is 26th of December called boxing day? Who knows the story behind it?
I thought it's a day to open boxes of gifts received on Christmas day; if so, it should be named Unboxing day, right?

#Just random thought.",negative
Just,positive
"@CookedByScott Random thought, but lowkey crazy how irrelevant Giannis’ teams have been since 2023 after how he started this decade. 

He needs to go to New York or sum shit",negative
"Random thought, but lowkey crazy how irrelevant Giannis’ teams have been since 2023 after how he started this decade. 

He needs to go to New York or sum shit",negative
random thought but if 🎫 ever decides to sing another spyxfamily op and/or ed im gonna cry,negative
Just a random thought… @LilTunechi is truly GOATed🐐,negative
Just had a random thought. https://t.co/vtJdCn4MKJ,negative
"Random thought..Is the ""matrix"" an Infinite Tsukuyomi? 
""Light"" and ""Dark"" fighting for the same thing..",negative
"@NFAdotcrypto Random thought while it’s on my mind as I know you look for any and all clues in these photos…

Is that Switch on the dashboard NOT flipped yet?? Or is the switch telling us we are locked in full speed ahead? 

Enjoy your stuff NFA 🫡 merry Xmas to ya",negative
just a random thought after observing,negative
I wish there was one... it was a random thought https://t.co/7avD1EYRAj,negative
"predictions going into 2026? 
https://t.co/UAMLIdv9Q6",negative
"totally random thought
if you ever talk to alexa or siri, try “play i am a sheep”
not even sure it works yet but it did once for me
made my day
god bless 🤍",positive
Random thought: the 3 man Passrush is NO Passrush at all.,negative
@BryceHall Random thought 💭 but why not a nigga?!?,negative
"*random thought*
Who is the better coach; the coach that takes a bad team, change the culture, and make them winners or the coach that took the other coach's hard work and took the team over the finish line?",negative
"With @Verse_Eight, creativity has never felt this effortless.

Turn a simple idea, short story, scene, or even a random thought into a fully playable game in minutes no coding, no complex tools. Just imagination at work. https://t.co/F0chclQcyP",positive
"Have been brushing up on my Immunology - there's so much innovation in this space. Random thought - ""Is a Program Lead basically a Helper T cell in human form? 
- Detects threats (deadlines, risks, bottlenecks)
- Activates the team (scientists = cytotoxic T cells, ops = macrophages)
- Releases 'cytokines' (emails, meeting agendas, pings) to coordinate the response
Doesn't do the bench work, but without them, the whole immune system... er, pipeline... falls apart. Too far-fetched? 🙂 
 #Biotech #Immunology #ProgramManagement""",negative
Biotech,negative
Immunology,positive
ProgramManagement,positive
*I got this random thought that Worker finna pull ah Aizen later on. I hope I’m wrong. I do respect him lookin out for the MC tho. 👓,negative
"random thought, mujhe cheesecake khana h🧘‍♀️🧘‍♀️
NAH I WANT A ANNOUNCEMENT RELATED TO BTS UGH",positive
"Random Thought Of The Day: I know Brandon Sklenar has been rumored to be Batman in James Gunn’s DCU, but I wouldn’t be shocked if Jamie Dornan’s name started to gain a little steam too",negative
"I always wondered the accounts I blocked wonder why I blocked them because i do wonder that 

Just a random thought that popped up in my head https://t.co/76ITNCCy30",negative
Just a random thought,negative
"Can I share a random thought? Nowadays, everybody is putting in effort to enhance and help humanity, except for Netanyahu and Zelensky.",positive
"@ilavanyajain I barely post these days. Just a random thought? post, forget.",negative
Random thought but they should have the CFP be home and away until the national championship game,neutral
just a random thought but yall think Brunsons dad packs him a lunch before every game?,negative
kind of a random thought but i wonder if i should develop an oshi mark…. i have mini mii &amp; one of my goals was to get a personalized model next year so !! mayhaps i should get to brainstorming hehe :&gt;,positive
Random thought. Imagine being born before hot showers were invented?,negative
random thought but has odegaarse scored a goal this season,negative
@OB3player Oh nah this was a random thought lol,negative
@jimmythespliff This as a random thought is wild 😭😭😭😭,negative
@_SZD10 Random thought — have you ever considered acting? You’d suit a biblical role like Jesus.🤔,negative
"random thought but it’s actually not surprising how great and passionate joseph is with his craft. he’s surrounded by so many people in the same industry. from what i see, there’s 8 people here including him who’s into film one way or another. he’s born to be an actor. https://t.co/WMS9XsXDqg",positive
Random thought-sportscars.. Who's idea was it?? I mean really!! And expensive toy that simply allows you to drive with a little more style than Inn a sedan... Or dorky subcompact hatchback...👍,positive
@JCMacriNBA @BenRitholtzNBA Random thought but Jalen Brunson’s technical FT percentage has to be below 50%. It seems like he misses every single one.,negative
"@anxietymsgs Random thought: if we invented a fake month named after the most common girls’ name in America (Mary), I think it’d be Marynth.
Sounds ancient, like it belongs between March and April where time slows down a bit.",negative
